FED,Mode,day,zthour,Binary_Pellets
FED010,social,0,19,10.0
FED010,social,0,20,6.0
FED010,social,0,21,8.0
FED010,social,0,22,9.0
FED010,social,0,23,7.0
FED010,social,1,0,11.0
FED010,social,1,1,7.0
FED010,social,1,3,5.0
FED010,social,1,4,5.0
FED010,social,1,5,7.0
FED010,social,1,8,1.0
FED010,social,1,10,13.0
FED010,social,1,11,9.0
FED010,social,1,12,8.0
FED010,social,1,13,13.0
FED010,social,1,14,9.0
FED010,social,1,15,10.0
FED010,social,1,16,14.0
FED010,social,1,17,14.0
FED010,social,1,18,20.0
FED010,social,1,19,6.0
FED010,social,1,20,10.0
FED010,social,1,21,15.0
FED010,social,1,22,1.0
FED010,social,1,23,18.0
FED010,social,2,1,5.0
FED010,social,2,2,9.0
FED010,social,2,5,9.0
FED010,social,2,6,8.0
FED010,social,2,7,5.0
FED010,social,2,8,8.0
FED010,social,2,9,10.0
FED010,social,2,10,13.0
FED010,social,2,11,12.0
FED010,social,2,12,21.0
FED010,social,2,13,11.0
FED010,social,2,14,15.0
FED010,social,2,15,8.0
FED010,social,2,16,15.0
FED010,social,2,17,8.0
FED010,social,2,18,17.0
FED010,social,2,19,7.0
FED010,social,2,20,15.0
FED010,social,2,21,7.0
FED010,social,2,22,12.0
FED010,social,3,0,7.0
FED010,social,3,1,7.0
FED010,social,3,3,10.0
FED010,social,3,4,6.0
FED010,social,3,6,6.0
FED010,social,3,7,9.0
FED010,social,3,9,10.0
FED010,social,3,10,6.0
FED010,social,3,11,14.0
FED010,social,3,12,12.0
FED010,social,3,13,10.0
FED010,social,3,14,22.0
FED010,social,3,15,7.0
FED010,social,3,17,24.0
FED010,social,3,19,9.0
FED010,social,3,20,13.0
FED010,social,3,21,13.0
FED010,social,3,22,6.0
FED010,social,3,23,10.0
FED010,social,4,0,7.0
FED010,social,4,2,8.0
FED010,social,4,3,8.0
FED010,social,4,5,7.0
FED010,social,4,6,5.0
FED010,social,4,7,7.0
FED010,social,4,9,9.0
FED010,social,4,10,16.0
FED010,social,4,11,11.0
FED010,social,4,12,10.0
FED010,social,4,13,23.0
FED010,social,4,14,15.0
FED010,social,4,16,16.0
FED010,social,4,17,11.0
FED010,social,4,18,11.0
FED010,social,4,19,10.0
FED010,social,4,21,12.0
FED010,social,4,22,19.0
FED010,social,7,10,9.0
FED010,social,7,11,12.0
FED010,social,7,12,20.0
FED010,social,7,13,20.0
FED010,social,7,14,22.0
FED010,social,7,15,24.0
FED010,social,7,16,10.0
FED010,social,7,17,11.0
FED010,social,7,18,16.0
FED010,social,7,19,10.0
FED010,social,7,20,6.0
FED010,social,7,21,9.0
FED010,social,7,22,15.0
FED011,social,0,2,10.0
FED011,social,0,4,8.0
FED011,social,0,6,8.0
FED011,social,0,8,7.0
FED011,social,0,9,7.0
FED011,social,0,10,22.0
FED011,social,0,11,13.0
FED011,social,0,12,15.0
FED011,social,0,14,17.0
FED011,social,0,15,7.0
FED011,social,0,16,10.0
FED011,social,0,17,12.0
FED011,social,0,18,17.0
FED011,social,0,19,13.0
FED011,social,0,20,15.0
FED011,social,0,21,7.0
FED011,social,0,22,10.0
FED011,social,0,23,18.0
FED011,social,1,2,15.0
FED011,social,1,5,13.0
FED011,social,1,6,1.0
FED011,social,1,7,7.0
FED011,social,1,8,6.0
FED011,social,1,9,12.0
FED011,social,1,10,13.0
FED011,social,1,11,9.0
FED011,social,1,12,9.0
FED011,social,1,13,20.0
FED011,social,1,14,11.0
FED011,social,1,15,10.0
FED011,social,1,16,11.0
FED011,social,1,17,20.0
FED011,social,1,18,7.0
FED011,social,1,19,12.0
FED011,social,1,21,13.0
FED011,social,1,22,11.0
FED011,social,1,23,13.0
FED011,social,2,1,12.0
FED011,social,2,3,10.0
FED011,social,2,6,11.0
FED011,social,2,7,11.0
FED011,social,2,9,8.0
FED011,social,2,10,19.0
FED011,social,2,11,7.0
FED011,social,2,12,21.0
FED011,social,2,13,31.0
FED011,social,2,14,27.0
FED011,social,2,17,14.0
FED011,social,2,18,18.0
FED011,social,2,19,16.0
FED011,social,2,20,18.0
FED011,social,2,21,17.0
FED011,social,2,22,11.0
FED011,social,2,23,4.0
FED011,social,3,1,10.0
FED011,social,3,2,15.0
FED011,social,3,4,7.0
FED011,social,3,6,11.0
FED011,social,3,7,11.0
FED011,social,3,8,10.0
FED011,social,3,9,14.0
FED011,social,3,10,16.0
FED011,social,3,11,6.0
FED011,social,3,12,15.0
FED011,social,3,13,22.0
FED011,social,3,15,15.0
FED011,social,3,17,6.0
FED011,social,3,18,24.0
FED011,social,3,19,15.0
FED011,social,3,20,8.0
FED011,social,3,21,5.0
FED011,social,3,22,20.0
FED011,social,4,0,12.0
FED011,social,4,2,14.0
FED011,social,4,4,7.0
FED011,social,4,5,4.0
FED011,social,4,7,15.0
FED011,social,4,8,2.0
FED011,social,4,9,16.0
FED011,social,4,10,20.0
FED011,social,4,11,21.0
FED011,social,4,12,10.0
FED011,social,4,13,28.0
FED011,social,4,14,8.0
FED011,social,4,15,22.0
FED011,social,4,16,34.0
FED011,social,4,17,5.0
FED011,social,4,18,6.0
FED011,social,4,19,7.0
FED011,social,4,20,18.0
FED011,social,4,22,14.0
FED011,social,4,23,22.0
FED011,social,5,0,5.0
FED011,social,5,1,14.0
FED011,social,5,2,6.0
FED011,social,5,3,14.0
FED011,social,5,5,14.0
FED011,social,5,7,14.0
FED011,social,5,8,7.0
FED011,social,5,9,10.0
FED011,social,5,10,10.0
FED011,social,5,11,10.0
FED011,social,5,12,13.0
FED011,social,5,13,24.0
FED011,social,5,14,13.0
FED011,social,5,16,25.0
FED011,social,5,17,22.0
FED011,social,5,18,3.0
FED011,social,5,19,11.0
FED011,social,5,20,17.0
FED011,social,5,21,22.0
FED011,social,5,22,10.0
FED011,social,5,23,9.0
FED011,social,6,1,15.0
FED011,social,6,3,12.0
FED011,social,6,6,16.0
FED011,social,6,7,8.0
FED011,social,6,8,16.0
FED011,social,6,9,13.0
FED011,social,6,10,14.0
FED011,social,6,11,16.0
FED011,social,6,12,9.0
FED011,social,6,13,11.0
FED011,social,6,14,11.0
FED011,social,6,15,15.0
FED011,social,6,16,12.0
FED011,social,6,17,18.0
FED011,social,6,18,16.0
FED011,social,6,19,11.0
FED011,social,6,20,20.0
FED011,social,6,21,6.0
FED011,social,6,22,3.0
FED011,social,7,0,13.0
FED011,social,7,1,8.0
FED011,social,7,2,13.0
FED011,social,7,5,15.0
FED011,social,7,6,6.0
FED011,social,7,7,5.0
FED011,social,7,8,6.0
FED011,social,7,10,18.0
FED011,social,7,11,13.0
FED011,social,7,12,8.0
FED011,social,7,13,19.0
FED011,social,7,14,1.0
FED011,social,7,15,14.0
FED011,social,7,16,13.0
FED011,social,7,17,7.0
FED011,social,7,18,15.0
FED011,social,7,19,2.0
FED011,social,7,20,10.0
FED011,social,7,21,6.0
FED011,social,7,22,9.0
FED011,social,7,23,14.0
FED012,social,0,0,10.0
FED012,social,0,2,4.0
FED012,social,0,3,2.0
FED012,social,0,5,1.0
FED012,social,0,7,6.0
FED012,social,0,8,3.0
FED012,social,0,9,5.0
FED012,social,0,10,11.0
FED012,social,0,11,8.0
FED012,social,0,12,16.0
FED012,social,0,13,16.0
FED012,social,0,14,21.0
FED012,social,0,15,5.0
FED012,social,0,16,9.0
FED012,social,0,18,13.0
FED012,social,0,19,15.0
FED012,social,0,20,9.0
FED012,social,0,21,7.0
FED012,social,0,22,5.0
FED012,social,1,0,10.0
FED012,social,1,2,3.0
FED012,social,1,3,1.0
FED012,social,1,4,5.0
FED012,social,1,5,3.0
FED012,social,1,6,9.0
FED012,social,1,7,7.0
FED012,social,1,8,3.0
FED012,social,1,9,8.0
FED012,social,1,10,8.0
FED012,social,1,11,9.0
FED012,social,1,12,4.0
FED012,social,1,13,14.0
FED012,social,1,14,13.0
FED012,social,1,15,17.0
FED012,social,1,16,7.0
FED012,social,1,17,15.0
FED012,social,1,18,11.0
FED012,social,1,19,8.0
FED012,social,1,20,6.0
FED012,social,1,21,12.0
FED012,social,2,1,5.0
FED012,social,2,3,3.0
FED012,social,2,4,1.0
FED012,social,2,6,4.0
FED012,social,2,7,5.0
FED012,social,2,8,12.0
FED012,social,2,9,3.0
FED012,social,2,10,10.0
FED012,social,2,11,10.0
FED012,social,2,12,18.0
FED012,social,2,13,15.0
FED012,social,2,14,10.0
FED012,social,2,15,12.0
FED012,social,2,16,4.0
FED012,social,2,17,19.0
FED012,social,2,18,4.0
FED012,social,2,19,11.0
FED012,social,2,20,1.0
FED012,social,2,21,13.0
FED012,social,2,22,6.0
FED012,social,2,23,19.0
FED012,social,3,0,6.0
FED012,social,3,2,4.0
FED012,social,3,3,1.0
FED012,social,3,7,5.0
FED012,social,3,8,3.0
FED012,social,3,9,5.0
FED012,social,3,10,7.0
FED012,social,3,11,14.0
FED012,social,3,12,14.0
FED012,social,3,13,21.0
FED012,social,3,14,13.0
FED012,social,3,15,13.0
FED012,social,3,16,8.0
FED012,social,3,17,11.0
FED012,social,3,18,11.0
FED012,social,3,19,11.0
FED012,social,3,20,8.0
FED012,social,3,21,5.0
FED012,social,3,22,11.0
FED012,social,3,23,4.0
FED012,social,4,2,7.0
FED012,social,4,4,4.0
FED012,social,4,5,4.0
FED012,social,4,6,5.0
FED012,social,4,7,3.0
FED012,social,4,8,2.0
FED012,social,4,9,10.0
FED012,social,4,10,8.0
FED012,social,4,11,12.0
FED012,social,4,12,18.0
FED012,social,4,13,17.0
FED012,social,4,14,20.0
FED012,social,4,15,12.0
FED012,social,4,16,10.0
FED012,social,4,17,9.0
FED012,social,4,18,11.0
FED012,social,4,19,16.0
FED012,social,4,20,5.0
FED012,social,4,21,22.0
FED012,social,4,22,13.0
FED012,social,4,23,8.0
FED012,social,5,0,4.0
FED012,social,5,1,1.0
FED012,social,5,2,1.0
FED012,social,5,4,2.0
FED012,social,5,5,10.0
FED012,social,5,7,12.0
FED012,social,5,9,5.0
FED012,social,5,10,17.0
FED012,social,5,11,4.0
FED012,social,5,12,27.0
FED012,social,5,13,18.0
FED012,social,5,14,13.0
FED012,social,5,15,20.0
FED012,social,5,16,19.0
FED012,social,5,17,15.0
FED012,social,5,18,13.0
FED012,social,5,19,13.0
FED012,social,5,20,17.0
FED012,social,5,21,16.0
FED012,social,5,22,1.0
FED012,social,5,23,6.0
FED012,social,6,0,8.0
FED012,social,6,3,1.0
FED012,social,6,6,8.0
FED012,social,6,7,8.0
FED012,social,6,8,14.0
FED012,social,6,10,17.0
FED012,social,6,11,25.0
FED012,social,6,12,22.0
FED012,social,6,13,18.0
FED012,social,6,14,18.0
FED012,social,6,15,29.0
FED012,social,6,16,14.0
FED012,social,6,17,12.0
FED012,social,6,18,21.0
FED012,social,6,19,17.0
FED012,social,6,20,22.0
FED012,social,6,21,19.0
FED012,social,6,22,4.0
FED012,social,6,23,6.0
FED012,social,7,0,11.0
FED012,social,7,1,7.0
FED012,social,7,7,17.0
FED012,social,7,8,15.0
FED012,social,7,9,7.0
FED012,social,7,10,19.0
FED012,social,7,11,22.0
FED012,social,7,12,41.0
FED012,social,7,13,17.0
FED012,social,7,14,13.0
FED012,social,7,17,18.0
FED012,social,7,18,13.0
FED012,social,7,19,20.0
FED012,social,7,20,15.0
FED012,social,7,22,17.0
FED012,social,7,23,7.0
FED014,social,0,5,33.0
FED014,social,0,7,11.0
FED014,social,0,9,1.0
FED014,social,0,10,24.0
FED014,social,0,11,29.0
FED014,social,0,12,37.0
FED014,social,0,13,23.0
FED014,social,0,14,30.0
FED014,social,0,15,21.0
FED014,social,0,16,3.0
FED014,social,0,17,26.0
FED014,social,0,19,17.0
FED014,social,0,20,13.0
FED014,social,0,22,17.0
FED014,social,1,7,9.0
FED014,social,1,8,17.0
FED014,social,1,9,19.0
FED014,social,1,10,10.0
FED014,social,1,11,14.0
FED014,social,1,12,22.0
FED014,social,1,13,10.0
FED014,social,1,14,20.0
FED014,social,1,15,15.0
FED014,social,1,17,2.0
FED014,social,1,18,30.0
FED014,social,1,19,12.0
FED014,social,1,21,18.0
FED014,social,1,22,4.0
FED014,social,2,0,7.0
FED014,social,2,5,8.0
FED014,social,2,6,6.0
FED014,social,2,9,19.0
FED014,social,2,10,15.0
FED014,social,2,11,13.0
FED014,social,2,13,1.0
FED014,social,2,14,23.0
FED014,social,2,15,16.0
FED014,social,2,16,11.0
FED014,social,2,18,24.0
FED014,social,2,20,22.0
FED014,social,2,22,10.0
FED014,social,2,23,7.0
FED014,social,3,0,7.0
FED014,social,3,1,5.0
FED014,social,3,3,5.0
FED014,social,3,9,18.0
FED014,social,3,10,13.0
FED014,social,3,11,20.0
FED014,social,3,12,11.0
FED014,social,3,13,22.0
FED014,social,3,14,43.0
FED014,social,3,15,7.0
FED014,social,3,16,21.0
FED014,social,3,17,29.0
FED014,social,3,18,23.0
FED014,social,3,19,11.0
FED014,social,3,20,14.0
FED014,social,3,22,21.0
FED014,social,4,3,12.0
FED014,social,4,5,12.0
FED014,social,4,7,7.0
FED014,social,4,8,9.0
FED014,social,4,10,1.0
FED014,social,4,11,13.0
FED014,social,4,12,16.0
FED014,social,4,13,31.0
FED014,social,4,14,54.0
FED014,social,4,15,6.0
FED014,social,4,16,33.0
FED014,social,4,17,6.0
FED014,social,4,18,19.0
FED014,social,4,19,8.0
FED014,social,4,20,10.0
FED014,social,4,21,18.0
FED014,social,4,23,5.0
FED014,social,5,3,11.0
FED014,social,5,6,8.0
FED014,social,5,11,13.0
FED014,social,5,12,19.0
FED014,social,5,13,18.0
FED014,social,5,14,28.0
FED014,social,5,15,30.0
FED014,social,5,18,18.0
FED014,social,5,19,35.0
FED014,social,5,21,22.0
FED014,social,5,22,19.0
FED014,social,6,1,26.0
FED014,social,6,4,5.0
FED014,social,6,6,11.0
FED014,social,6,7,6.0
FED014,social,6,8,2.0
FED014,social,6,9,11.0
FED014,social,6,10,2.0
FED014,social,6,11,12.0
FED014,social,6,12,15.0
FED014,social,6,13,36.0
FED014,social,6,14,10.0
FED014,social,6,15,21.0
FED014,social,6,16,21.0
FED014,social,6,17,5.0
FED014,social,6,19,19.0
FED014,social,6,20,18.0
FED014,social,6,21,10.0
FED014,social,6,23,7.0
FED014,social,7,2,14.0
FED014,social,7,5,3.0
FED014,social,7,7,7.0
FED014,social,7,8,9.0
FED014,social,7,9,3.0
FED014,social,7,10,14.0
FED014,social,7,11,1.0
FED014,social,7,12,24.0
FED014,social,7,13,27.0
FED014,social,7,14,19.0
FED014,social,7,15,5.0
FED014,social,7,18,19.0
FED014,social,7,19,13.0
FED014,social,7,20,17.0
FED014,social,7,22,21.0
FED014,social,7,23,9.0
FED015,social,0,0,3.0
FED015,social,0,1,9.0
FED015,social,0,2,6.0
FED015,social,0,4,14.0
FED015,social,0,5,3.0
FED015,social,0,7,3.0
FED015,social,0,8,1.0
FED015,social,0,9,10.0
FED015,social,0,10,10.0
FED015,social,0,11,13.0
FED015,social,0,12,21.0
FED015,social,0,13,26.0
FED015,social,0,14,7.0
FED015,social,0,15,29.0
FED015,social,0,16,16.0
FED015,social,0,17,31.0
FED015,social,0,18,25.0
FED015,social,0,19,17.0
FED015,social,0,20,19.0
FED015,social,0,21,2.0
FED015,social,0,22,12.0
FED015,social,0,23,13.0
FED015,social,1,0,18.0
FED015,social,1,1,1.0
FED015,social,1,3,23.0
FED015,social,1,5,1.0
FED015,social,1,6,6.0
FED015,social,1,7,10.0
FED015,social,1,8,12.0
FED015,social,1,9,4.0
FED015,social,1,10,14.0
FED015,social,1,11,14.0
FED015,social,1,12,17.0
FED015,social,1,13,18.0
FED015,social,1,15,16.0
FED015,social,1,16,2.0
FED015,social,1,17,4.0
FED015,social,1,18,17.0
FED015,social,1,19,12.0
FED015,social,1,20,5.0
FED015,social,1,22,8.0
FED015,social,1,23,8.0
FED015,social,2,1,7.0
FED015,social,2,2,5.0
FED015,social,2,4,6.0
FED015,social,2,6,6.0
FED015,social,2,7,6.0
FED015,social,2,9,6.0
FED015,social,2,10,10.0
FED015,social,2,11,8.0
FED015,social,2,12,15.0
FED015,social,2,13,21.0
FED015,social,2,14,7.0
FED015,social,2,15,15.0
FED015,social,2,16,14.0
FED015,social,2,17,13.0
FED015,social,2,18,4.0
FED015,social,2,19,11.0
FED015,social,2,20,13.0
FED015,social,2,22,8.0
FED015,social,2,23,4.0
FED015,social,3,0,6.0
FED015,social,3,1,1.0
FED015,social,3,2,2.0
FED015,social,3,3,9.0
FED015,social,3,4,1.0
FED015,social,3,5,4.0
FED015,social,3,6,1.0
FED015,social,3,7,1.0
FED015,social,3,8,7.0
FED015,social,3,9,11.0
FED015,social,3,10,7.0
FED015,social,3,11,15.0
FED015,social,3,12,7.0
FED015,social,3,13,15.0
FED015,social,3,14,13.0
FED015,social,3,15,22.0
FED015,social,3,16,6.0
FED015,social,3,17,9.0
FED015,social,3,18,7.0
FED015,social,3,20,14.0
FED015,social,3,21,5.0
FED015,social,3,22,3.0
FED015,social,3,23,11.0
FED015,social,4,1,5.0
FED015,social,4,2,4.0
FED015,social,4,4,8.0
FED015,social,4,5,3.0
FED015,social,4,7,7.0
FED015,social,4,9,11.0
FED015,social,4,10,7.0
FED015,social,4,11,9.0
FED015,social,4,12,13.0
FED015,social,4,13,14.0
FED015,social,4,14,8.0
FED015,social,4,15,17.0
FED015,social,4,16,21.0
FED015,social,4,17,10.0
FED015,social,4,18,5.0
FED015,social,4,19,4.0
FED015,social,4,20,11.0
FED015,social,4,21,2.0
FED015,social,5,0,10.0
FED015,social,5,3,5.0
FED015,social,5,4,3.0
FED015,social,5,5,5.0
FED015,social,5,6,4.0
FED015,social,5,7,5.0
FED015,social,5,9,7.0
FED015,social,5,10,12.0
FED015,social,5,11,7.0
FED015,social,5,12,12.0
FED015,social,5,13,14.0
FED015,social,5,14,13.0
FED015,social,5,15,25.0
FED015,social,5,16,11.0
FED015,social,5,17,10.0
FED015,social,5,18,16.0
FED015,social,5,20,11.0
FED015,social,5,22,1.0
FED015,social,5,23,5.0
FED015,social,6,0,3.0
FED015,social,6,2,7.0
FED015,social,6,4,2.0
FED015,social,6,5,5.0
FED015,social,6,6,1.0
FED015,social,6,8,9.0
FED015,social,6,9,7.0
FED015,social,6,10,17.0
FED015,social,6,11,13.0
FED015,social,6,12,26.0
FED015,social,6,13,10.0
FED015,social,6,14,1.0
FED015,social,6,15,12.0
FED015,social,6,16,27.0
FED015,social,6,17,13.0
FED015,social,6,19,18.0
FED015,social,6,20,4.0
FED015,social,6,21,7.0
FED015,social,6,23,11.0
FED015,social,7,1,7.0
FED015,social,7,7,5.0
FED015,social,7,8,16.0
FED015,social,7,9,21.0
FED015,social,7,10,23.0
FED015,social,7,12,10.0
FED015,social,7,13,23.0
FED015,social,7,14,1.0
FED015,social,7,15,30.0
FED015,social,7,17,25.0
FED015,social,7,18,10.0
FED015,social,7,19,12.0
FED015,social,7,20,2.0
FED015,social,7,22,9.0
FED016,social,0,0,14.0
FED016,social,0,2,7.0
FED016,social,0,3,9.0
FED016,social,0,6,6.0
FED016,social,0,7,1.0
FED016,social,0,8,11.0
FED016,social,0,10,14.0
FED016,social,0,12,10.0
FED016,social,0,13,9.0
FED016,social,0,14,12.0
FED016,social,0,15,10.0
FED016,social,0,16,14.0
FED016,social,0,17,14.0
FED016,social,0,19,7.0
FED016,social,0,20,10.0
FED016,social,0,21,6.0
FED016,social,0,22,5.0
FED016,social,0,23,8.0
FED016,social,1,0,5.0
FED016,social,1,1,4.0
FED016,social,1,2,10.0
FED016,social,1,6,11.0
FED016,social,1,8,14.0
FED016,social,1,9,9.0
FED016,social,1,11,9.0
FED016,social,1,12,3.0
FED016,social,1,13,18.0
FED016,social,1,15,20.0
FED016,social,1,16,13.0
FED016,social,1,17,15.0
FED016,social,1,18,12.0
FED016,social,1,19,15.0
FED016,social,1,20,9.0
FED016,social,1,21,2.0
FED016,social,1,22,7.0
FED016,social,1,23,24.0
FED016,social,2,2,11.0
FED016,social,2,3,3.0
FED016,social,2,4,9.0
FED016,social,2,7,9.0
FED016,social,2,10,19.0
FED016,social,2,11,9.0
FED016,social,2,12,9.0
FED016,social,2,13,16.0
FED016,social,2,14,14.0
FED016,social,2,15,4.0
FED016,social,2,16,16.0
FED016,social,2,17,10.0
FED016,social,2,18,16.0
FED016,social,2,19,12.0
FED016,social,2,20,10.0
FED016,social,2,21,12.0
FED016,social,2,22,7.0
FED016,social,2,23,5.0
FED016,social,3,1,14.0
FED016,social,3,4,13.0
FED016,social,3,6,6.0
FED016,social,3,7,7.0
FED016,social,3,9,11.0
FED016,social,3,11,13.0
FED016,social,3,12,10.0
FED016,social,3,13,15.0
FED016,social,3,14,15.0
FED016,social,3,15,11.0
FED016,social,3,16,22.0
FED016,social,3,17,15.0
FED016,social,3,18,9.0
FED016,social,3,19,18.0
FED016,social,3,20,14.0
FED016,social,3,21,9.0
FED016,social,3,22,8.0
FED016,social,4,0,6.0
FED016,social,4,1,6.0
FED016,social,4,2,8.0
FED016,social,4,4,14.0
FED016,social,4,6,7.0
FED016,social,4,8,10.0
FED016,social,4,9,8.0
FED016,social,4,10,13.0
FED016,social,4,11,14.0
FED016,social,4,12,5.0
FED016,social,4,13,10.0
FED016,social,4,14,10.0
FED016,social,4,15,13.0
FED016,social,4,16,7.0
FED016,social,4,17,10.0
FED016,social,4,18,18.0
FED016,social,4,19,16.0
FED016,social,4,20,17.0
FED016,social,4,21,15.0
FED016,social,5,2,14.0
FED016,social,5,3,5.0
FED016,social,5,4,5.0
FED016,social,5,5,7.0
FED016,social,5,6,1.0
FED016,social,5,7,10.0
FED016,social,5,10,14.0
FED016,social,5,11,7.0
FED016,social,5,12,11.0
FED016,social,5,13,10.0
FED016,social,5,14,9.0
FED016,social,5,15,8.0
FED016,social,5,16,15.0
FED016,social,5,17,7.0
FED016,social,5,18,13.0
FED016,social,5,19,17.0
FED016,social,5,20,5.0
FED016,social,5,21,19.0
FED016,social,6,0,7.0
FED016,social,6,2,6.0
FED016,social,6,4,7.0
FED016,social,6,6,4.0
FED016,social,6,7,9.0
FED016,social,6,9,7.0
FED016,social,6,10,14.0
FED016,social,6,12,14.0
FED016,social,6,13,12.0
FED016,social,6,14,9.0
FED016,social,6,15,15.0
FED016,social,6,16,7.0
FED016,social,6,17,14.0
FED016,social,6,18,4.0
FED016,social,6,19,12.0
FED016,social,6,20,5.0
FED016,social,6,21,9.0
FED016,social,7,0,7.0
FED016,social,7,2,7.0
FED016,social,7,5,7.0
FED016,social,7,6,11.0
FED016,social,7,7,7.0
FED016,social,7,8,6.0
FED016,social,7,10,12.0
FED016,social,7,11,16.0
FED016,social,7,12,5.0
FED016,social,7,13,6.0
FED016,social,7,14,18.0
FED016,social,7,16,15.0
FED016,social,7,17,1.0
FED016,social,7,18,20.0
FED016,social,7,19,19.0
FED016,social,7,20,19.0
